country,forecast_date,predicted_tws,step
NPL,2025-10-01,3.314691,3
NPL,2025-11-01,3.2982106,4
NPL,2025-12-01,2.7770534,5
NPL,2026-01-01,2.5759797,6
NZL,2025-08-01,3.8394673,1
NZL,2025-09-01,2.6608727,2
NZL,2025-10-01,3.6563015,3
NZL,2025-11-01,3.8308825,4
NZL,2025-12-01,2.8649735,5
NZL,2026-01-01,2.6083784,6
OMN,2025-08-01,4.5170736,1
OMN,2025-09-01,3.8849635,2
OMN,2025-10-01,4.224391,3
OMN,2025-11-01,4.112318,4
OMN,2025-12-01,3.3055215,5
OMN,2026-01-01,2.93783,6
PAK,2025-08-01,4.8316083,1
PAK,2025-09-01,3.7928338,2
PAK,2025-10-01,3.7699232,3
PAK,2025-11-01,4.32777,4
PAK,2025-12-01,3.8887234,5
PAK,2026-01-01,3.2110567,6
PAN,2025-08-01,3.6681962,1
PAN,2025-09-01,3.899547,2
PAN,2025-10-01,4.224391,3
PAN,2025-11-01,3.8528724,4
PAN,2025-12-01,3.05028,5
PAN,2026-01-01,2.787012,6
PER,2025-08-01,3.4361098,1
PER,2025-09-01,2.7290752,2
PER,2025-10-01,2.9516602,3
PER,2025-11-01,3.2900615,4
PER,2025-12-01,2.7011108,5
PER,2026-01-01,2.5759797,6
PHL,2025-08-01,6.3154526,1
PHL,2025-09-01,6.690279,2
PHL,2025-10-01,6.7295856,3
PHL,2025-11-01,6.2317233,4
PHL,2025-12-01,5.4580455,5
PHL,2026-01-01,5.2279615,6
PNG,2025-08-01,8.11527,1
PNG,2025-09-01,6.587287,2
PNG,2025-10-01,5.82056,3
PNG,2025-11-01,6.138918,4
PNG,2025-12-01,5.6499887,5
PNG,2026-01-01,5.1806803,6
POL,2025-08-01,3.7899442,1
POL,2025-09-01,4.2118697,2
POL,2025-10-01,3.7314315,3
POL,2025-11-01,3.5044503,4
POL,2025-12-01,2.9620667,5
POL,2026-01-01,2.9296806,6
PRI,2025-08-01,-2.60961,1
PRI,2025-09-01,-0.7585762,2
PRI,2025-10-01,1.3919531,3
PRI,2025-11-01,0.8217001,4
PRI,2025-12-01,0.3880608,5
PRI,2026-01-01,0.48981488,6
PRK,2025-08-01,3.883281,1
PRK,2025-09-01,3.6087852,2
PRK,2025-10-01,3.2004924,3
PRK,2025-11-01,3.1473927,4
PRK,2025-12-01,2.6932225,5
PRK,2026-01-01,2.5759797,6
PRT,2025-08-01,2.8978493,1
PRT,2025-09-01,3.2234235,2
PRT,2025-10-01,3.2465234,3
PRT,2025-11-01,3.1552813,4
PRT,2025-12-01,2.6262355,5
PRT,2026-01-01,2.5759797,6
PRY,2025-08-01,3.7419434,1
PRY,2025-09-01,3.5072274,2
PRY,2025-10-01,3.2947955,3
PRY,2025-11-01,3.2982106,4
PRY,2025-12-01,2.8440404,5
PRY,2026-01-01,2.720025,6
PSX,2025-08-01,4.5376425,1
PSX,2025-09-01,3.8319297,2
PSX,2025-10-01,3.8369098,3
PSX,2025-11-01,4.002609,4
PSX,2025-12-01,3.3055215,5
PSX,2026-01-01,2.93783,6
PYF,2025-08-01,3.1856995,1
PYF,2025-09-01,3.116085,2
PYF,2025-10-01,3.314691,3
PYF,2025-11-01,3.2312236,4
PYF,2025-12-01,2.7770534,5
PYF,2026-01-01,2.5759797,6
QAT,2025-08-01,5.0334306,1
QAT,2025-09-01,4.292195,2
QAT,2025-10-01,4.243018,3
QAT,2025-11-01,4.5013447,4
QAT,2025-12-01,3.8887234,5
QAT,2026-01-01,3.3537252,6
ROU,2025-08-01,4.7776856,1
ROU,2025-09-01,4.4065046,2
ROU,2025-10-01,3.9570465,3
ROU,2025-11-01,4.002609,4
ROU,2025-12-01,3.581522,5
ROU,2026-01-01,3.1985247,6
RUS,2025-08-01,3.9590974,1
RUS,2025-09-01,3.7932,2
RUS,2025-10-01,3.449996,3
RUS,2025-11-01,3.2982106,4
RUS,2025-12-01,2.8440404,5
RUS,2026-01-01,2.787012,6
RWA,2025-08-01,60.02308,1
RWA,2025-09-01,59.9601,2
RWA,2025-10-01,60.636154,3
RWA,2025-11-01,65.15596,4
RWA,2025-12-01,69.487236,5
RWA,2026-01-01,67.38031,6
SAH,2025-08-01,4.655071,1
SAH,2025-09-01,4.156736,2
SAH,2025-10-01,4.1952605,3
SAH,2025-11-01,4.1015162,4
SAH,2025-12-01,3.422298,5
SAH,2026-01-01,2.93783,6
SAU,2025-08-01,3.1103096,1
SAU,2025-09-01,2.8976464,2
SAU,2025-10-01,3.25131,3
SAU,2025-11-01,3.119577,4
SAU,2025-12-01,2.550293,5
SAU,2026-01-01,2.3835459,6
SDN,2025-08-01,-3.6517823,1
SDN,2025-09-01,-0.21116975,2
SDN,2025-10-01,1.6985373,3
SDN,2025-11-01,0.9782303,4
SDN,2025-12-01,0.4505049,5
SDN,2026-01-01,0.52218455,6
SDS,2025-08-01,33.88706,1
SDS,2025-09-01,40.145794,2
SDS,2025-10-01,39.46993,3
SDS,2025-11-01,41.907726,4
SDS,2025-12-01,45.542408,5
SDS,2026-01-01,42.928078,6
SEN,2025-08-01,4.251117,1
SEN,2025-09-01,3.9262333,2
SEN,2025-10-01,3.7387357,3
SEN,2025-11-01,3.8308825,4
SEN,2025-12-01,3.206615,5
SEN,2026-01-01,2.787012,6
SGS,2025-08-01,3.1164331,1
SGS,2025-09-01,2.7773466,2
SGS,2025-10-01,2.7777767,3
SGS,2025-11-01,2.9363604,4
SGS,2025-12-01,2.550293,5
SGS,2026-01-01,2.3076036,6
SLB,2025-08-01,6.4209886,1
SLB,2025-09-01,5.3892026,2
SLB,2025-10-01,5.135214,3
SLB,2025-11-01,5.561261,4
SLB,2025-12-01,5.004073,5
SLB,2026-01-01,4.521043,6
SLE,2025-08-01,4.4431143,1
SLE,2025-09-01,3.9378688,2
SLE,2025-10-01,3.7387357,3
SLE,2025-11-01,3.8308825,4
SLE,2025-12-01,3.206615,5
SLE,2026-01-01,2.787012,6
SLV,2025-08-01,4.85167,1
SLV,2025-09-01,4.601241,2
SLV,2025-10-01,4.4712768,3
SLV,2025-11-01,4.396215,4
SLV,2025-12-01,3.8887234,5
SLV,2026-01-01,3.4705017,6
SOL,2025-08-01,6.1421804,1
SOL,2025-09-01,4.960873,2
SOL,2025-10-01,5.1477165,3
SOL,2025-11-01,5.561261,4
SOL,2025-12-01,4.71119,5
SOL,2026-01-01,4.2975254,6
SOM,2025-08-01,5.063055,1
SOM,2025-09-01,4.386498,2
SOM,2025-10-01,4.3989477,3
SOM,2025-11-01,4.4399047,4
SOM,2025-12-01,3.8887234,5
SOM,2026-01-01,3.3537252,6
SRB,2025-08-01,3.7958274,1
SRB,2025-09-01,3.432726,2
SRB,2025-10-01,3.2465234,3
SRB,2025-11-01,3.2312236,4
SRB,2025-12-01,2.8440404,5
SRB,2026-01-01,2.720025,6
SUR,2025-08-01,-2.9316258,1
SUR,2025-09-01,-3.4414406,2
SUR,2025-10-01,3.6551313,3
SUR,2025-11-01,5.5376697,4
SUR,2025-12-01,2.7194686,5
SUR,2026-01-01,1.2227845,6
SVK,2025-08-01,4.2982197,1
SVK,2025-09-01,4.252622,2
SVK,2025-10-01,4.1448445,3
SVK,2025-11-01,3.8130126,4
SVK,2025-12-01,3.206615,5
SVK,2026-01-01,2.9296806,6
SWE,2025-08-01,4.123947,1
SWE,2025-09-01,4.2261624,2
SWE,2025-10-01,3.6371279,3
SWE,2025-11-01,3.5714374,4
SWE,2025-12-01,2.9620667,5
SWE,2026-01-01,2.9296806,6
SYR,2025-08-01,7.9242167,1
SYR,2025-09-01,5.891499,2
SYR,2025-10-01,5.360041,3
SYR,2025-11-01,6.181224,4
SYR,2025-12-01,5.5927854,5
SYR,2026-01-01,4.7367487,6
TCD,2025-08-01,-5.3091526,1
TCD,2025-09-01,-1.0328602,2
TCD,2025-10-01,2.7021973,3
TCD,2025-11-01,1.8821263,4
TCD,2025-12-01,0.9950091,5
TCD,2026-01-01,0.70227754,6
TGO,2025-08-01,5.233456,1
TGO,2025-09-01,4.7128887,2
TGO,2025-10-01,4.859214,3
TGO,2025-11-01,4.9001703,4
TGO,2025-12-01,4.3427444,5
TGO,2026-01-01,3.8766105,6
THA,2025-08-01,3.284988,1
THA,2025-09-01,2.6263435,2
THA,2025-10-01,2.6891515,3
THA,2025-11-01,2.9363604,4
THA,2025-12-01,2.3739424,5
THA,2026-01-01,1.9828658,6
TJK,2025-08-01,4.5834575,1
TJK,2025-09-01,4.0336366,2
TJK,2025-10-01,3.8688297,3
TJK,2025-11-01,3.9901066,4
TJK,2025-12-01,3.422298,5
TJK,2026-01-01,2.93783,6
TKM,2025-08-01,4.217033,1
TKM,2025-09-01,3.8471074,2
TKM,2025-10-01,3.7387357,3
TKM,2025-11-01,3.714106,4
TKM,2025-12-01,3.206615,5
TKM,2026-01-01,2.787012,6
TLS,2025-08-01,1.2960849,1
TLS,2025-09-01,0.8372181,2
TLS,2025-10-01,1.2515322,3
TLS,2025-11-01,1.2089378,4
TLS,2025-12-01,0.8929422,5
TLS,2026-01-01,0.8207632,6
TTO,2025-08-01,-24.875198,1
TTO,2025-09-01,-9.213246,2
TTO,2025-10-01,2.5072687,3
TTO,2025-11-01,-1.0277271,4
TTO,2025-12-01,0.26071492,5
TTO,2026-01-01,0.34650448,6
TUN,2025-08-01,3.494038,1
TUN,2025-09-01,4.815698,2
TUN,2025-10-01,6.33047,3
TUN,2025-11-01,5.5069203,4
TUN,2025-12-01,3.9100037,5
TUN,2026-01-01,3.7079048,6
TUR,2025-08-01,6.1597633,1
TUR,2025-09-01,4.96494,2
TUR,2025-10-01,4.6362977,3
TUR,2025-11-01,5.100996,4
TUR,2025-12-01,4.6990933,5
TUR,2026-01-01,4.2663383,6
TWN,2025-08-01,-9.205452,1
TWN,2025-09-01,-5.9003363,2
TWN,2025-10-01,-3.9903598,3
TWN,2025-11-01,-3.3604784,4
TWN,2025-12-01,-1.6711751,5
TWN,2026-01-01,-0.9446762,6
TZA,2025-08-01,24.591248,1
TZA,2025-09-01,24.082949,2
TZA,2025-10-01,24.690432,3
TZA,2025-11-01,26.983593,4
TZA,2025-12-01,28.702559,5
TZA,2026-01-01,25.69524,6
UGA,2025-08-01,60.02308,1
UGA,2025-09-01,59.9601,2
UGA,2025-10-01,60.636154,3
UGA,2025-11-01,65.15596,4
UGA,2025-12-01,69.487236,5
UGA,2026-01-01,67.38031,6
UKR,2025-08-01,4.795006,1
UKR,2025-09-01,4.505538,2
UKR,2025-10-01,4.1760316,3
UKR,2025-11-01,4.287628,4
UKR,2025-12-01,3.8887234,5
UKR,2026-01-01,3.3537252,6
URY,2025-08-01,1.7814469,1
URY,2025-09-01,1.8766549,2
URY,2025-10-01,2.0829022,3
URY,2025-11-01,1.9954883,4
URY,2025-12-01,1.4909519,5
URY,2026-01-01,1.3688202,6
USA,2025-08-01,3.3240209,1
USA,2025-09-01,3.735186,2
USA,2025-10-01,3.4556744,3
USA,2025-11-01,3.3492498,4
USA,2025-12-01,2.7770534,5
USA,2026-01-01,2.5759797,6
UZB,2025-08-01,4.677299,1
UZB,2025-09-01,4.3714776,2
UZB,2025-10-01,4.1760316,3
UZB,2025-11-01,4.1015162,4
UZB,2025-12-01,3.422298,5
UZB,2026-01-01,3.0804985,6
VEN,2025-08-01,-20.486416,1
VEN,2025-09-01,-7.974316,2
VEN,2025-10-01,0.3871399,3
VEN,2025-11-01,-0.86953866,4
VEN,2025-12-01,-0.12867208,5
VEN,2026-01-01,-0.07405902,6
VNM,2025-08-01,4.4560013,1
VNM,2025-09-01,3.745051,2
VNM,2025-10-01,3.449996,3
VNM,2025-11-01,3.4408793,4
VNM,2025-12-01,2.9333882,5
VNM,2026-01-01,2.787012,6
VUT,2025-08-01,5.233456,1
VUT,2025-09-01,4.779875,2
VUT,2025-10-01,4.6362977,3
VUT,2025-11-01,4.4399047,4
VUT,2025-12-01,3.9012265,5
VUT,2026-01-01,3.6297257,6
WSM,2025-08-01,4.8289695,1
WSM,2025-09-01,4.625491,2
WSM,2025-10-01,3.9570465,3
WSM,2025-11-01,4.002609,4
WSM,2025-12-01,3.581522,5
WSM,2026-01-01,3.3153012,6
YEM,2025-08-01,1.5387944,1
YEM,2025-09-01,1.8120711,2
YEM,2025-10-01,2.3208053,3
YEM,2025-11-01,1.7970551,4
YEM,2025-12-01,1.3010722,5
YEM,2026-01-01,1.0702194,6
ZAF,2025-08-01,-0.6919418,1
ZAF,2025-09-01,-0.23485035,2
ZAF,2025-10-01,0.53875345,3
ZAF,2025-11-01,0.5042942,4
ZAF,2025-12-01,0.27974173,5
ZAF,2026-01-01,0.40475634,6
ZMB,2025-08-01,12.734474,1
ZMB,2025-09-01,13.461451,2
ZMB,2025-10-01,13.25215,3
ZMB,2025-11-01,12.452598,4
ZMB,2025-12-01,14.155272,5
ZMB,2026-01-01,12.57161,6
ZWE,2025-08-01,3.916959,1
ZWE,2025-09-01,3.8465133,2
ZWE,2025-10-01,3.7387357,3
ZWE,2025-11-01,3.5044503,4
ZWE,2025-12-01,2.9620667,5
ZWE,2026-01-01,2.787012,6
